Title,Genre,Rating,Voting,Duration
Kraven the Hunter,Action,5.4,0,127
Gladiator II,Action,6.5,0,148
Sonic the Hedgehog 3,Action,6.9,0,110
Venom: The Last Dance,Action,6.0,0,110
Dune: Part Two,Action,8.5,0,166
Pushpa: The Rule - Part 2,Action,6.1,0,201
William Tell,Action,5.7,0,133
Elevation,Action,5.6,0,91
The Lord of the Rings: The War of the Rohirrim,Action,6.3,0,134
The Ministry of Ungentlemanly Warfare,Action,6.8,0,122
Furiosa: A Mad Max Saga,Action,7.5,0,148
Deadpool & Wolverine,Action,7.6,0,128
Borderlands,Action,4.7,0,101
Hellboy: The Crooked Man,Action,4.5,0,99
Twisters,Action,6.5,0,122
Civil War,Action,7.0,0,109
Old Guy,Action,5.1,0,94
The Count of Monte-Cristo,Action,7.6,0,178
The Beekeeper,Action,6.3,0,105
Carry-On,Action,6.5,0,119
Marco,Action,6.9,0,145
The Fall Guy,Action,6.8,0,126
Rebel Ridge,Action,6.8,0,131
Homestead,Action,5.4,0,112
The Crow,Action,4.7,0,111
Thelma,Action,7.0,0,98
Kingdom of the Planet of the Apes,Action,6.9,0,145
Road House,Action,6.2,0,121
Red One,Action,6.3,0,123
Transformers One,Action,7.6,0,104
Solo Leveling: ReAwakening,Action,8.8,0,121
Bad Boys: Ride or Die,Action,6.5,0,115
Love Lies Bleeding,Action,6.6,0,104
Damsel,Action,6.1,0,110
Land of Bad,Action,6.6,0,113
The Killer's Game,Action,5.8,0,104
Argylle,Action,5.6,0,139
Madame Web,Action,4.0,0,116
Godzilla x Kong: The New Empire,Action,6.1,0,115
Dirty Angels,Action,4.3,0,104
The Union,Action,5.4,0,107
Monkey Man,Action,6.8,0,121
Aftermath,Action,5.1,0,97
Azrael,Action,5.4,0,86
Freaky Tales,Action,6.5,0,106
Attack on Titan the Movie: The Last Attack,Action,9.2,0,145
Drive-Away Dolls,Action,5.4,0,84
Werewolves,Action,4.4,0,93
Uglies,Action,4.7,0,100
Kung Fu Panda 4,Action,6.3,0,94
Absolution,Action,5.2,0,112
Arcadian,Action,5.5,0,92
Blitz,Action,6.2,0,120
The Instigators,Action,6.2,0,101
Lift,Action,5.5,0,107
Beverly Hills Cop: Axel F,Action,6.4,0,118
The Killer,Action,5.7,0,126
Hitpig,Action,5.1,0,86
Apocalypse Z: The Beginning of the End,Action,6.1,0,117
The Silent Hour,Action,6.1,0,99
Maharaja,Action,8.4,0,141
Classified,Action,3.6,0,105
Kalki 2898 AD,Action,7.0,0,180
Descendants: The Rise of Red,Action,4.7,0,91
Brothers,Action,5.4,0,89
Atlas,Action,5.6,0,118
Canary Black,Action,5.4,0,101
Baby John,Action,5.4,0,159
Survive,Action,4.6,0,90
Long Gone Heroes,Action,5.2,0,101
Weekend in Taipei,Action,5.7,0,100
Watchmen: Chapter I,Action,7.0,0,83
Rebel Moon - Part Two: The Scargiver,Action,5.3,0,122
Gunner,Action,3.2,0,106
Hagen,Action,6.1,0,139
Jackpot!,Action,5.8,0,106
Cash Out,Action,4.8,0,92
Under Paris,Action,5.2,0,104
Levels,Action,5.0,0,93
Dominique,Action,5.2,0,100
The Shadow Strays,Action,6.5,0,144
Armor,Action,3.5,0,89
Trigger Warning,Action,4.6,0,106
Agents,Action,3.6,0,82
Twilight of the Warriors: Walled In,Action,7.0,0,126
Aavesham,Action,7.8,0,155
Hounds of War,Action,4.5,0,95
Boneyard,Action,4.1,0,96
Jacob Tyler,Action,4.7,0,133
Chief of Station,Action,4.7,0,97
Take Cover,Action,5.1,0,90
No Way Up,Action,4.6,0,90
Agent Recon,Action,2.4,0,85
Red Right Hand,Action,5.5,0,111
11 Rebels,Action,6.2,0,155
Watchmen: Chapter II,Action,7.0,0,90
Megamind vs. The Doom Syndicate,Action,2.5,0,83
Sunray: Fallen Soldier,Action,4.3,0,115
Night Call,Action,6.8,0,97
Singham Again,Action,4.8,0,144
Damaged,Action,4.7,0,97
Amaran,Action,8.2,0,167
Role Play,Action,5.5,0,100
Vanvaas,Action,6.7,0,160
Trouble,Action,6.2,0,98
Echo 8,Action,3.9,0,96
Rifle Club,Action,7.0,0,113
Dark Match,Action,5.5,0,94
"I, the Executioner",Action,6.3,0,118
Prey,Action,3.7,0,86
Code 8: Part II,Action,5.7,0,100
My Hero Academia: You're Next,Action,7.0,0,110
Justice League: Crisis on Infinite Earths - Part One,Action,6.2,0,93
City Hunter,Action,6.3,0,102
Uprising,Action,6.6,0,126
River of Blood,Action,5.4,0,86
My Spy: The Eternal City,Action,5.7,0,112
Duchess,Action,4.6,0,114
Harbin,Action,6.5,0,108
Max,Action,7.1,0,132
Badland Hunters,Action,5.9,0,107
The Courier,Action,6.0,0,101
Justice League: Crisis on Infinite Earths - Part Three,Action,6.1,0,94
The Tiger's Apprentice,Action,5.7,0,84
Sikandar Ka Muqaddar,Action,6.0,0,142
Drive Back,Action,4.7,0,94
The Lost Tiger,Action,7.8,0,90
The Price of Money: A Largo Winch Adventure,Action,5.0,0,100
The Fix,Action,4.6,0,98
Joe Baby,Action,7.9,0,86
The Roundup: Punishment,Action,6.6,0,109
One More Shot,Action,5.4,0,103
Arena Wars,Action,4.9,0,96
Mafia Wars,Action,3.4,0,94
Raayan,Action,6.5,0,145
Elyas,Action,6.1,0,105
Fighter,Action,6.2,0,166
Striking Rescue,Action,5.6,0,106
Lights Out,Action,4.9,0,90
Article 370,Action,7.8,0,158
Devara Part 1,Action,6.0,0,176
200% Wolf,Action,6.0,0,98
Officer Black Belt,Action,6.8,0,108
Simarik,Action,6.4,0,111
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Action,7.1,0,104
Air Force One Down,Action,4.4,0,84
The Wages of Fear,Action,4.6,0,104
The Prosecutor,Action,6.8,0,117
Kill Em All 2,Action,4.1,0,88
The Quiet Ones,Action,6.5,0,110
Khadaan,Action,7.4,0,137
Darkness of Man,Action,4.8,0,109
Operation Blood Hunt,Action,3.4,0,93
Rats!,Action,7.9,0,85
Ultraman: Rising,Action,6.9,0,117
Jigra,Action,6.0,0,153
One Fast Move,Action,5.0,0,108
Angels Fallen: Warriors of Peace,Action,4.9,0,103
The Last Kumite,Action,4.6,0,105
Murder Company,Action,3.7,0,86
Panda Plan,Action,5.1,0,99
Karma,Action,8.1,0,167
Bougainvillea,Action,6.4,0,138
Golden Kamuy,Action,6.3,0,127
Cloud,Action,6.3,0,123
Pani,Action,6.9,0,143
Utopia,Action,3.6,0,91
Latency,Action,4.2,0,94
The Thundermans Return,Action,5.0,0,70
Death Whisperer 2,Action,6.4,0,110
Dan Da Dan: First Encounter,Action,8.2,0,83
Everybody Loves Jenifa,Action,8.4,0,135
Justice League: Crisis on Infinite Earths - Part Two,Action,5.5,0,94
Sucha Soorma,Action,6.5,0,136
Freedom,Action,5.9,0,110
WWII: Operation Phoenix,Action,6.6,0,106
Anaconda,Action,4.9,0,84
The Family Star,Action,5.4,0,159
My Fathers' Daughter,Action,6.6,0,78
Die Hart 2: Die Harter,Action,4.3,0,92
Life After Fighting,Action,6.4,0,126
Hanu Man,Action,7.7,0,158
Ferry 2,Action,5.6,0,94
Wynonna Earp: Vengeance,Action,5.6,0,96
Fight Another Day,Action,5.1,0,97
Wanted Man,Action,4.8,0,85
Hijack 1971,Action,6.8,0,100
Terminator: Skynet Rising,Action,6.9,0,88
The Greatest of All Time,Action,5.7,0,183
Alien: Rubicon,Action,2.4,0,86
Zero,Action,6.1,0,88
Saripodhaa Sanivaaram,Action,7.0,0,166
The Clean Up Crew,Action,4.1,0,95
Sixty Minutes,Action,5.7,0,88
Escape,Action,6.4,0,94
Razakar: The Silent Genocide of Hyderabad,Action,7.4,0,166
Outlaw,Action,5.2,0,82
Viduthalai Part 2,Action,8.0,0,170
Revolver,Action,5.4,0,114
Snow White and the Seven Samurai,Action,3.2,0,88
The Ballad of Davy Crockett,Action,4.6,0,96
The Hangman,Action,3.3,0,92
Savi,Action,6.2,0,126
Agni,Action,7.3,0,122
Spiders on a Plane,Action,5.6,0,78
"Love, Courage and the Battle of Bushy Run",Action,5.0,0,113
A Legend,Action,4.7,0,129
Kanguva,Action,4.5,0,152
Baby Invasion,Action,4.9,0,80
Handsome Guys,Action,6.5,0,101
72 Hours,Action,4.1,0,87
Cells at Work!,Action,6.8,0,109
The Slave and the Sorcerer,Action,6.7,0,86
Heart of the Hunter,Action,4.7,0,105
Bagheera,Action,6.7,0,158
Chandu Champion,Action,7.8,0,142
The Last Front,Action,5.5,0,98
London Calling,Action,7.5,0,109
The Lockdown,Action,4.3,0,117
Vettaiyan,Action,7.0,0,163
Cassino in Ischia,Action,4.4,0,113
Vedaa,Action,6.0,0,145
40 Acres,Action,6.5,0,113
Overlord: The Sacred Kingdom,Action,7.0,0,135
Nice Girls,Action,4.2,0,92
Roadkill,Action,3.6,0,90
Crosspoint,Action,7.2,0,100
A.R.M,Action,7.1,0,150
Don't Mess with Grandma,Action,6.0,0,81
GTMax,Action,5.0,0,100
Invasion,Action,4.8,0,91
Get Fast,Action,3.6,0,88
Big Rage,Action,3.6,0,115
Mura,Action,7.3,0,129
Alangu,Action,8.3,0,131
12 to Midnight,Action,3.6,0,96
Non Negotiable,Action,5.4,0,87
War of the Worlds: Extinction,Action,3.0,0,84
Mission: Cross,Action,6.1,0,105
How to Rob a Bank,Action,6.6,0,88
Cesium Fallout,Action,6.7,0,136
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,Action,8.2,0,174
The Last Ronin,Action,4.8,0,121
Toofan,Action,7.1,0,145
12 Gaun,Action,6.3,0,147
Continental Split,Action,3.5,0,88
Black Heat,Action,8.9,0,93
Guntur Kaaram,Action,5.4,0,159
Devil's Knight,Action,5.4,0,90
Thangalaan,Action,6.6,0,156
The Twisters,Action,2.5,0,86
Bade Miyan Chote Miyan,Action,3.8,0,163
Paradox Effect,Action,6.1,0,87
Bionic,Action,4.3,0,110
Yolo,Action,6.9,0,129
High Forces,Action,5.8,0,119
School of Magical Animals 3,Action,5.9,0,105
The Last of Us: Immunity,Action,6.3,0,64
Kingdom 4: Return of the Great General,Action,7.1,0,145
Bachhala Malli,Action,8.3,0,140
Crakk: Jeetega... Toh Jiyegaa,Action,4.7,0,154
UI,Action,6.9,0,135
Escape from the 21st Century,Action,6.5,0,98
Taken from Rio Bravo,Action,3.0,0,80
Sector 17,Action,7.4,0,146
Diabel,Action,5.1,0,108
Art of Eight Limbs,Action,4.0,0,101
Eye for an Eye 2,Action,6.5,0,90
The Charisma Killers,Action,6.2,0,101
Pimpinero: Blood and Oil,Action,5.6,0,121
Yodha,Action,5.7,0,130
Ryan's World the Movie: Titan Universe Adventure,Action,1.8,0,80
Je Jatt Vigarh Gya,Action,5.7,0,132
Blade of Fury,Action,6.1,0,90
Ka Whawhai Tonu,Action,7.4,0,115
The Friendly,Action,8.1,0,101
Dange,Action,5.3,0,154
The Firefighters,Action,5.8,0,106
Alienoid: The Return to the Future,Action,6.5,0,122
Hunting with Tigers,Action,5.6,0,109
Paradise,Action,6.9,0,83
Devaki Nandana Vasudeva,Action,8.9,0,128
Deaner '89,Action,5.9,0,90
Hellhound,Action,4.3,0,103
Bloodline,Action,9.2,0,80
Auron Mein Kahan Dum Tha,Action,6.6,0,150
Shark Warning,Action,3.4,0,94
Jathara,Action,6.4,0,129
Nothing Even Matters,Action,5.5,0,90
Snatched,Action,4.9,0,101
No Time to Spy: A Loud House Movie,Action,6.4,0,81
Memes & Nightmares,Action,5.7,0,81
Operation Undead,Action,4.6,0,110
Fyre Rises,Action,6.5,0,110
Witch Hunter,Action,5.2,0,80
Mr. Bachchan,Action,3.6,0,150
Bureau 749,Action,4.1,0,123
Martin,Action,2.3,0,147
The Unbreakable Bunch,Action,7.1,0,0
Ayalaan,Action,6.0,0,155
Rajakili,Action,7.7,0,122
Crisis Negotiators,Action,6.7,0,120
Yudhra,Action,5.0,0,142
Baby Assassins: Nice Days,Action,7.3,0,103
Bangkok Dog,Action,6.3,0,85
Sorgavaasal,Action,6.6,0,138
The Actor,Action,3.3,0,128
Tillu Square,Action,6.6,0,137
Mummy Shark,Action,2.0,0,66
Eagle,Action,5.9,0,159
Orang Ikan,Action,6.5,0,83
Zebra,Action,8.0,0,164
S.T.A.L.K.E.R.: Shadow of the Zone,Action,5.2,0,72
Customs Frontline,Action,5.4,0,115
Rogue Elements: A Ryan Drake Story,Action,4.9,0,0
The Kingdom,Action,7.9,0,133
Pottel,Action,8.3,0,148
Lady Scorpions,Action,3.6,0,101
Fighting the Fire,Action,8.6,0,115
Ballistic,Action,2.3,0,95
(Pri)sons,Action,5.1,0,100
Xiong Shi Shao Nian 2,Action,7.5,0,134
Rendel: Cycle of Revenge,Action,3.6,0,99
Mobile Suit Gundam SEED Freedom,Action,6.6,0,124
Gandhi 3,Action,5.5,0,143
Conquer: Lahad Datu,Action,6.7,0,120
Siren,Action,6.4,0,154
Raqa,Action,5.9,0,107
Garudan,Action,7.1,0,133
Road Wars: Max Fury,Action,2.0,0,83
Clone Cops,Action,8.1,0,96
Reloaded 2,Action,8.0,0,0
Barroz: Guardian of Treasures,Action,3.5,0,155
Kuang Bao Ju Xi,Action,6.1,0,75
Baki Hanma VS Kengan Ashura,Action,5.7,0,62
Abudeka Is Back,Action,5.3,0,120
Rode College,Action,6.6,0,168
Buddy,Action,3.8,0,137
Ape X Mecha Ape: New World Order,Action,2.7,0,87
Kahar: Kapla High Council,Action,7.0,0,102
Aserb: The Squadron,Action,5.2,0,120
Bangkok Breaking: Heaven and Hell,Action,5.8,0,146
Kamen Rider 555 20th: Paradise Regained,Action,5.9,0,65
Bonus Trip,Action,4.6,0,113
Stranded Pearl,Action,6.0,0,90
Turbo,Action,5.9,0,155
Exorcism Chronicles: The Beginning,Action,7.0,0,85
Ghosts of Red Ridge,Action,3.3,0,81
Desperado,Action,5.9,0,100
Drive,Action,5.7,0,90
The Mick and the Trick,Action,5.0,0,96
Love You to Debt,Action,6.2,0,135
Mission: Chapter 1,Action,5.9,0,144
Bhaiyya Ji,Action,4.8,0,150
Premalo,Action,7.3,0,128
Sheriff,Action,6.9,0,133
Kill Craft,Action,2.3,0,99
Mechanic Rocky,Action,6.5,0,156
Anchakkallakokkan,Action,6.6,0,126
The Miranda Brothers,Action,4.4,0,99
Operation Valentine,Action,5.3,0,133
Prepare to Die,Action,4.6,0,93
Naam,Action,6.4,0,136
Big City Greens the Movie: Spacecation,Action,6.2,0,0
Sayen: The Huntress,Action,4.4,0,88
Neon Fear,Action,6.2,0,0
Ship of the Damned,Action,2.8,0,88
Rang De Basanti,Action,8.8,0,174
The Infallibles,Action,4.8,0,99
Oru Anveshanathinte Thudakkam,Action,7.1,0,181
Captain Miller,Action,6.5,0,157
Spirit Riser,Action,6.7,0,98
Camp Blood: Clown Shark,Action,3.3,0,70
Bhaje Vaayu Vegam,Action,6.1,0,136
Kung Fu Games,Action,3.3,0,98
Hrashwo Deergha,Action,7.9,0,150
Troubleshooters,Action,6.7,0,110
Sasan,Action,8.5,0,155
Bidurbhai,Action,9.2,0,148
Ruslaan,Action,3.3,0,120
Samandar,Action,7.6,0,172
Sentimentaaal,Action,5.8,0,135
The Grey Men,Action,6.5,0,97
Losing Lerato 2,Action,9.1,0,96
Mother Mafia,Action,3.3,0,80
Sabari,Action,8.4,0,129
Ghost Killer,Action,7.2,0,105
They Call Her Death,Action,6.5,0,92
Pusaka,Action,6.4,0,90
Yuva,Action,5.8,0,153
Saindhav,Action,5.0,0,138
How to Make a Werewolf,Action,5.6,0,0
Angel of the Warrior,Action,8.5,0,90
Breaking and Re-entering,Action,5.8,0,109
Cholo Zombies,Action,4.7,0,96
Bandaa Singh Chaudhary,Action,6.3,0,113
Taklee Genesis x Worlds Collide,Action,5.5,0,146
Hunt the Wicked,Action,5.3,0,102
Buying Time,Action,7.0,0,84
The Burden of Nine Lives,Action,4.8,0,116
The Circuit 4: Faith Fighter,Action,4.4,0,90
The Traveller,Action,5.2,0,134
KA,Action,7.2,0,151
Six jours,Action,6.3,0,95
Bull Shark 2,Action,2.9,0,75
Where Is Gilgamesh?,Action,9.0,0,90
Game On,Action,5.3,0,140
Matka,Action,4.7,0,156
Mazhai Pidikatha Manithan,Action,4.5,0,133
The Bouncer,Action,4.2,0,78
Touchdown,Action,6.8,0,78
Gold Raiders,Action,2.0,0,88
Captain Avispa,Action,5.8,0,96
September Babies,Action,6.2,0,94
Alien Country,Action,4.4,0,96
Bad Boyz,Action,4.6,0,150
Pranaya Godari,Action,7.9,0,148
Mercy Killing,Action,8.7,0,131
The Alexandrian,Action,3.9,0,104
Bohurupi,Action,8.3,0,155
Nu Huo 12 Xiao Shi,Action,6.0,0,86
American Underdog,Action,8.8,0,89
First Nights at Freddy's,Action,9.3,0,98
Gone with the Dead,Action,4.4,0,96
Bastar: The Naxal Story,Action,6.4,0,124
Bhairadevi,Action,8.8,0,134
Citizen of a Kind,Action,6.7,0,114
Texas Twister,Action,2.5,0,88
Appudo Ippudo Eppudo,Action,4.7,0,120
Kiyma: Orman Kanunlari,Action,4.3,0,81
Thiragabadara Saami,Action,6.5,0,115
Sons of Rizk 3,Action,6.7,0,125
Tòkunbò,Action,3.9,0,113
Dragon Ball Z Kai,Action,8.4,0,82
Kizumonogatari: Koyomi Vamp,Action,7.0,0,144
Purushothamudu,Action,4.9,0,120
Election,Action,5.9,0,120
The Desperate Chase,Action,5.5,0,110
Joachim and the Apocalypse,Action,7.2,0,90
Ajay Gadu,Action,7.3,0,108
Correr para Vivir,Action,7.0,0,97
The Evil Three,Action,7.1,0,0
Sous écrous,Action,5.3,0,111
The Plot,Action,4.8,0,100
The Last Chainsaw Massacre,Action,4.0,0,75
Checkmate,Action,4.3,0,104
Anthima Theerpu,Action,8.1,0,133
In Tenebras: Into the Darkness,Action,3.2,0,90
Mathu Vadalara 2,Action,7.0,0,139
Artist Unknown,Action,9.2,0,82
Guy Manley: Super Spy,Action,4.5,0,92
24 Hours to D-Day,Action,4.7,0,83
I Heart Robots,Action,4.6,0,76
The Moon Thieves,Action,6.2,0,108
Major Grom: The Game,Action,6.1,0,168
Stuntman,Action,7.0,0,114
Hit List,Action,5.5,0,125
Dirty Money,Action,5.7,0,100
Por,Action,5.0,0,154
Virunnu,Action,7.9,0,125
Dünya Mali: Eksi Bir,Action,7.2,0,133
Sikaar,Action,8.3,0,150
Neo-Dome,Action,6.6,0,0
Türkler Çildirmis Olmali 2: Mavi Vatan,Action,2.2,0,100
Permafrost,Action,5.7,0,80
Polar,Action,4.4,0,76
Death Game,Action,6.3,0,88
Dark Fusion,Action,8.5,0,90
Go for Broke,Action,5.7,0,115
Saint Young Men: Holy Men vs Demon Army,Action,3.0,0,93
Mutant,Action,4.5,0,90
Tariq,Action,6.9,0,122
Anunnakiler,Action,2.5,0,76
Rob N Roll,Action,6.1,0,98
Deadzone,Action,4.2,0,80
Young Lion of the West,Action,8.1,0,93
Komandir,Action,6.3,0,131
Petta Rap,Action,4.2,0,123
Saala,Action,5.9,0,130
Dangerous Boys 2,Action,5.1,0,115
Kondal,Action,5.4,0,147
Honeko Akabane's Bodyguards,Action,5.9,0,117
UmroAyyar - A New Beginning,Action,6.9,0,135
Mahadev Ka Gorakhpur,Action,7.8,0,131
Naag Bhoomi,Action,5.7,0,130
Iddaru,Action,9.1,0,148
The Epidemic,Action,5.8,0,95
Chasing Raine,Action,2.3,0,101
Ameena,Action,6.3,0,107
Bonnie,Action,7.4,0,120
Joshua: Imai Pol Kaka,Action,4.5,0,130
Black Storm,Action,6.6,0,97
Average Student Nani,Action,8.0,0,138
Star Abyss,Action,3.8,0,86
Shark Island,Action,4.0,0,81
Next to Us,Action,4.9,0,125
Die Chaosschwestern und Pinguin Paul,Action,5.7,0,100
The Wild Blade of Strangers,Action,6.2,0,102
The Experts,Action,6.2,0,121
Jithender Reddy,Action,9.5,0,136
SCP: The Infinite Mission,Action,5.8,0,0
Breaking Tradition,Action,7.0,0,87
The Omicron Killer,Action,2.9,0,98
Death Bitch,Action,7.5,0,88
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,Action,6.8,0,71
London Gangsters,Action,4.3,0,104
6 Hours Away,Action,3.9,0,93
Mongol,Action,8.6,0,155
South Side Hero,Action,5.4,0,92
Formed Police Unit,Action,4.6,0,120
Yakuza Girl,Action,2.3,0,82
Chaari 111,Action,4.8,0,130
Surrender,Action,7.8,0,149
Warning 2,Action,7.1,0,125
Spider-Man: Final Swing,Action,8.4,0,153
The Drunken Prodigy,Action,5.6,0,107
Fuuto PI: Portrait of Kamen Rider Skull,Action,7.6,0,82
The Captives,Action,3.5,0,73
Rathnam,Action,5.4,0,155
Kamen Rider Gotchard: The Future Daybreak,Action,8.0,0,63
Inkabi,Action,4.7,0,101
Double Ismart,Action,2.9,0,156
Iron Fighter,Action,3.6,0,80
Raanti,Action,6.5,0,115
Lisabi: The Uprising,Action,6.4,0,107
Jorge da Capadócia,Action,6.4,0,119
Hell City,Action,9.1,0,90
Gam Gam Ganesha,Action,5.3,0,140
Onsen shâku,Action,6.0,0,70
Brattt,Action,4.7,0,117
Rocky and Bullwinkle,Action,9.7,0,100
Nasha Jurm Aur Gangsters,Action,7.0,0,137
The Vampire and the Vigilante,Action,3.7,0,75
What Happens in Miami,Action,4.3,0,90
Lie Zhan,Action,6.9,0,93
Shu Si Yi Bo,Action,6.6,0,91
Bheema,Action,5.8,0,148
Haraa,Action,5.5,0,136
Hain,Action,2.9,0,95
Shekko,Action,6.0,0,120
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,Action,6.8,0,90
Karma,Action,4.5,0,111
Viswam,Action,4.3,0,155
Marni: The Story of Wewe Gombel,Action,5.9,0,119
GATAO: Like Father Like Son,Action,6.8,0,100
Thankamani,Action,4.6,0,156
Runner,Action,5.7,0,90
Harom Hara,Action,7.7,0,154
Lal Salaam,Action,4.5,0,150
Sacrum Vindictae II,Action,4.8,0,114
Naa Saami Ranga,Action,4.5,0,150
Hiranya,Action,5.7,0,138
Gangs of Godavari,Action,5.0,0,165
"Silex and the City, le film",Action,4.9,0,77
Appu,Action,8.6,0,92
Heavens: The Boy and His Robot,Action,6.3,0,98
Hide and Seek,Action,8.2,0,130
The Worlds Divide,Action,8.0,0,120
Usha Parinayam,Action,9.0,0,144
Dr. Jason II - Lights & Shadows,Action,5.3,0,62
Uninvited,Action,6.7,0,93
Kill the Children first,Action,7.8,0,106
The Heist,Action,6.9,0,120
Surge of Power: Where There's Smoke,Action,6.5,0,68
Mega Twister,Action,2.5,0,75
The Escapee 3: The Final Escape,Action,2.7,0,83
Itutumba ka ng tatay ko,Action,5.7,0,109
Killer Ex,Action,3.9,0,94
Rebel,Action,3.2,0,100
Genis Aile 4: Cevahir & Ulvi,Action,6.9,0,90
Love You as the World Ends Final,Action,6.5,0,115
Agastya - Chapter 1,Action,6.9,0,168
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,Action,7.5,0,75
Wolf Warriors,Action,8.1,0,0
Cândido,Action,6.3,0,99
Midas,Action,4.6,0,85
The Day Everything Changed,Action,7.9,0,97
Sunfall,Action,2.6,0,74
Kali,Action,5.1,0,96
Malaikottai Vaaliban,Action,6.0,0,156
Malayalee from India,Action,5.6,0,160
Pariah Volume 1: Every Street Dog Has a Name,Action,6.9,0,138
Yao Shen Ling,Action,6.7,0,93
Ame no naka no yokujô,Action,6.0,0,132
Weapon,Action,5.5,0,120
Rock 'n' Roll Ringo,Action,6.4,0,101
Fights Break Sphere 3,Action,4.7,0,81
Kamen Rider Geats: Jyamato Awaking,Action,7.9,0,0
Aho Vikramaarka,Action,7.4,0,136
Second Life,Action,6.9,0,105
Gravediggers,Action,6.7,0,91
Zénithal,Action,5.3,0,80
Sarangadhariya,Action,8.6,0,150
The Very Last Christmas,Action,8.5,0,75
Usire Usire,Action,7.5,0,151
Thundu,Action,5.0,0,125
Hitler,Action,5.2,0,128
The Bodyguard,Action,6.6,0,87
Panjab Files,Action,7.9,0,117
Red vs. Blue: Restoration,Action,5.6,0,85
Vorovka,Action,4.9,0,90
Marine Drive,Action,9.5,0,105
Holy Punch,Action,5.2,0,98
Telekinesis,Action,5.9,0,106
